OTU	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	
3771f219309eb0fe9ba7b2268f186a84	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	40	29	27	0	2	0	0	0	0	0	0	0	3	0	0	0	13	0	
378cdcec8cc2163dac381160c6431d08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37c3b406f9563f19e55c159580092f44	0	0	0	0	0	0	0	0	0	0	0	0	0	48	50	21	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0	0	0	0	
37e8bf298dfe06060d9912c69a263638	164	62	33	36	116	77	22	32	38	51	128	69	47	22	8	9	21	13	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
37f70f486909aa49836e57ee001a835f	8	0	0	0	0	0	0	0	0	0	0	0	0	76	66	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382bcd1869eb74df94d7f611e2a7bf30	53	54	51	73	29	26	41	51	27	0	31	36	0	103	96	97	0	0	0	0	0	0	0	0	5	24	12	31	0	4	41	49	57	0	54	35	
383720f2ca01e48fdbc85c1401f94d48	12	0	0	0	5	10	0	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	12	0	0	53	32	26	0	0	25	27	39	0	57	52	
3840e7e410998cdcd2ed4745887adb3e	38	0	0	0	0	0	0	0	0	0	59	0	29	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	70	106	79	0	72	0	
384d4c681853c4875391719d0bda7221	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3855a2ef1102526988f7949207a8673a	41	0	9	8	0	33	10	0	0	0	28	30	0	21	17	36	22	0	0	0	0	20	11	29	19	81	75	84	36	42	27	25	24	32	33	70	
3886c7578738c103dccc34da47c985d8	0	8	9	7	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3891d5774bd2a849afda40950a5404e2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38a873837cd03633fddac6bf8497f420	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38c6913bf2b822cafaeccd690be5e5b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38d178ed858941b2e5a7fb427fa9d441	0	0	0	0	9	0	0	0	0	0	9	0	0	19	11	9	7	0	14	16	13	0	0	0	0	44	53	27	0	4	27	36	26	0	18	69	
38ed7202efb87e3468f28422c76f6a86	0	0	10	0	0	0	0	0	0	0	0	22	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	57	5	
39041346e2bc7231c6456656e551c990	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	7	0	
390ba0a7ba31c0409fb14aa344a1aa34	204	147	131	167	134	98	140	139	116	0	179	140	0	35	36	0	0	0	0	0	0	0	0	0	94	42	38	44	142	144	0	31	0	96	0	32	
3915757a06594ca2b3448abd8aa5a9da	0	0	0	0	0	0	0	0	0	0	0	0	4	31	14	16	0	0	0	0	0	0	0	0	4	0	0	0	0	0	28	33	24	0	30	0	
3928aa5028ab7e089700077c7ab75390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3929ee5950f6a91b3eedbfcf93b02455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	
393c122e5df9fadef5113c87dad5fe66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	85	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3948b9813429e4fe03edc47adca749cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
394ec261bf1ae34108049d70a3472462	0	59	48	17	35	37	7	34	50	11	0	12	0	34	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	43	83	0	23	0	
39749fe2b549c9b8e0475a51df9fd317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398c56d356fac25ccc3eeb9e7ff92da3	7	0	0	0	8	4	0	0	0	0	11	0	0	82	81	87	17	32	34	23	50	0	28	0	13	42	8	33	0	18	63	68	51	0	90	67	
3999275435a246d61911bf19ab9505f6	0	0	0	0	52	0	0	0	0	0	31	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	
39a7480252e20ec477b64472d76cead7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39a7c2b6dc47b2c6536269982dc29e78	10	8	8	6	3	0	8	0	0	0	13	7	256	33	34	34	115	200	121	85	117	120	123	167	38	0	0	0	25	26	0	0	0	32	0	0	
39c21afab4c7ab500f70fab2eff722b1	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39c72154d33f8e9d6576685c6b0773cc	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39c8ef4ff827abf8e5e445603464c46d	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39e99066d552a570257741af58f51c01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3a02921737d731b2de07f655866b9f5d	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	33	0	0	73	68	55	29	0	34	0	29	0	40	0	0	43	26	39	18	33	29	
3a1fc1f5a2c571dde9fd5ce75f8b3d59	0	103	66	118	27	24	111	90	98	0	30	0	0	45	61	98	17	0	0	0	0	0	0	30	46	31	0	0	50	65	124	172	158	20	173	22	
3a22a9ded37c8f24359f8c436340e92e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	85	95	0	62	0	
3a282bca9f4a7e37e22eb91419db2f96	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3a294ec80594822bf9fe8cf3b18b477e	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3a2e1042c3e30a8292bd56eb7fa2ccbe	75	18	26	40	89	79	34	20	19	19	139	32	16	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3a2fc78291f57009cc7f4ec46dda0a55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	
3a3f384243bf7680dbc03c0481e68fdd	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3a41ef0c3eb2711558119c290ae4534b	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	
3a466ab9e24582e2c3858afb3279b7c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3a71e9a054fdfb756bfc1881602b808d	0	0	0	0	7	0	0	5	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	
3a7e368e67adca28cc74e82e340364cf	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	8	0	0	0	0	1	36	8	0	0	0	0	0	0	0	0	0	0	0	0	
3ab648699eea904ac04a082bd32c7b86	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3abc9dbb2447a181da01689aada329a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3ac3fb534417744977e0303843fa734f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	167	174	0	68	0	
3ac77bc1410516ad7fa3a526b862d0e7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	0	6	67	34	0	0	0	58	0	0	
3ae0b13f7181c7425289ea790ef641ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	93	103	88	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
3af154e9ae678e130494c26dbb25c640	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3b1a78a2cf1c4d656fe40a2127914d32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3b3117a1c56b88a3e8d1214d9d0e0031	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3b73d3f26b42067ec8859d47be824fee	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3b7d09118ece82cb3e36527c59abc0ee	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3b8b0643d7ef00bd7abdeef8f31c13c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	
3b8df6a4e5565530a18b80d3e2632f03	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	
3b9f7667f48d9895120bf3fa173e9095	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3ba0610616c1cbdb5e4e5f3be36fafd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	9	0	0	0	3	3	0	3	0	
3bb301b7e53835569a714baa2c5a04b6	23	55	44	56	32	29	81	71	0	0	28	0	0	49	0	62	34	38	64	0	0	0	28	0	28	395	404	443	33	45	0	0	0	28	0	477	
3bd1cfbb925197091aac46ca183f59d3	3	0	0	3	0	0	0	0	0	0	0	0	4	12	5	9	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	
3be490efde3a80c48c0bd8d1e4b19f20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3bf64a06db74c19bf5c5d9a188b9b2f1	0	29	22	37	0	0	38	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3c049842c880030614ec6891b903b04b	24	0	0	0	23	19	0	12	0	0	39	0	16	32	30	32	11	8	0	0	9	0	14	0	0	34	12	11	0	0	54	57	38	0	66	32	
3c21ec294cf61c535722857ba2c265c1	33	0	0	0	29	19	0	0	0	0	42	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3c2d3c0b68e903154c28784945973231	0	0	48	43	0	0	42	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	
3c3a71c4318fa992da7848826967fc6c	34	128	127	74	48	41	87	116	91	0	55	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0	
3c4d18070db34e23806247a62e648776	5	8	6	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	9	0	
3c5be6fdd8ab043454c94a1ed7e74d54	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3cb1bdc901b271d484c868050538739b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3cb77ef438344ab757389f1720cb4b00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3ccc759ead3a36fb238440be0fe6b4a0	0	0	0	0	0	12	0	0	0	0	3	0	3	0	2	0	4	3	0	0	0	0	0	8	0	3	0	1	0	0	0	2	7	0	3	0	
3cd0e40bfc09002340568c6a77684913	37	0	0	0	0	0	0	0	0	0	33	0	80	140	130	107	87	120	0	0	0	0	99	66	0	96	29	38	0	0	0	0	0	0	0	86	
3d024381218ae319bcb361082742c32d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	
3d04ce4029318e27889a0dd9659d07f8	9	0	0	0	19	0	0	0	0	0	20	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3d094612759082e498683ad8d85dcdc3	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3d34e79f93d89a84ae00c71e2b1653bb	23	11	18	19	42	24	12	27	19	0	29	23	31	15	24	23	40	42	0	0	0	32	33	23	18	8	8	11	16	19	24	26	26	13	25	11	
3d3daae5eaee9f59fc6dbf95a4ddf82d	0	21	39	13	0	0	12	15	25	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3d550409030a0d2219784cba338d7294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	
3d5c653b8b1bc47f6121e15922694408	90	15	24	25	68	65	34	34	0	35	88	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3d5decfa5b51a05d35f178998ba9ff3a	147	67	50	49	126	155	79	58	63	59	90	82	0	2207	1742	1977	0	0	0	0	0	0	0	0	469	896	737	1093	605	881	630	514	632	404	563	706	
3d76f5d9fc7dc6bcd003224d2ae0b06c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	
3d7baa17fdafc93f13278a38ffb9e48f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	
3d9192984693bbb228c0943cfe7811dd	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3d92d5498bf472a53f26ea6dcff9beb4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3d9ac9496da9810a851970215db7359c	13	22	20	19	0	35	0	23	32	16	51	0	0	63	49	54	0	9	0	0	0	0	0	0	0	0	0	0	0	0	24	0	26	0	0	0	
3dd6a4eaee96907dc0c4ba93e1e2d5ee	0	22	10	0	0	0	0	0	0	0	0	0	18	0	0	46	21	19	0	0	0	0	16	0	0	0	0	37	0	8	22	0	0	0	0	0	
3e05eedb8d16b907a1cc90425dbb7e01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	73	61	0	0	0	0	0	0	0	66	
3e1f4c4046710211e52a588782aafcbb	0	0	0	0	13	0	0	0	0	0	0	0	0	0	19	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	23	
3e383db050f3e165b583adef5e36e833	9	0	0	0	0	0	0	0	0	0	11	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3e781b98e20a62748dab465302e1b290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3eca8f0700b72a5b775ed98d16cc2a17	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3ef17594aa0ffff839ee33ba10df5b27	0	11	0	19	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3effb9b20a6732c32cd99e4dfe54c27c	88	48	39	47	85	60	33	47	26	18	109	43	9	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	63	65	70	0	79	7	
3f238793ab15fbf57c93ffbf6c7b2815	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3f381bdf547c3db091bd66dcd259b1ab	0	0	14	32	0	0	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3f46b2bc8f3d87c25b777b0c7945fac8	25	31	24	28	22	27	36	34	27	0	28	33	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
3f4d73521ceac5aa678a264fd9e7c9d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	185	39	116	36	37	12	6	7	35	15	191	
3f52271402c2047544cb9c1d9164463e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
3f63667e7299c018f63c94e75d2dcf6a	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3f63b2bb73fa92a9d96a576c1a541cb3	363	384	476	361	444	602	443	534	484	143	315	846	0	0	0	0	21	0	0	0	0	8	0	8	0	0	0	0	8	10	0	10	22	0	19	0	
3f6c6b6c18f3d01fda80cb3c93a46dea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	16	33	14	0	25	0	
3f793a82dda07e479844e41f2d5a5f4c	17	0	0	7	0	0	8	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3f7fd596312c975960542b051cd5cf43	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	10	7	8	4	0	6	0	6	0	0	0	8	0	0	0	0	0	0	0	
3f93bfcaeaaedf68e53dd7eea887e6f1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3f9b8ef11ec603909f1a639de7124bb7	296	105	136	158	242	117	336	83	42	0	402	460	588	376	396	510	732	701	149	160	274	359	858	476	191	165	44	243	101	60	247	212	295	38	550	190	
3fa13c45dbfd4954b56d9c75b963ff94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3fc09896766e31be9ccc60d154333635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
3fd5245c84387bffa65f34afac17f677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	
3fda4897f1e987dd50ef8d6a2a0eda2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
3fe5d89debcd9ca5fe670c752bbd9a85	22	20	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3fe7dd4c484903dfe8b4a576d801ef18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	
3fed7d6b385a922ab13ce1ffb72c9c9c	22	0	0	0	0	14	0	0	0	0	0	0	53	0	34	43	34	0	51	39	47	0	0	34	0	33	0	31	0	0	0	0	0	0	23	0	
3ff111c50f39793813ba991edd210642	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3ff966f11f2dd1eaf695a07f6c63058c	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400dae855ec41d6bc2ade07bc5e90fcd	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
406c2b353af1f3c3cb7d0d61043065c6	19	15	0	11	17	13	15	22	16	0	34	8	0	79	85	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	10	0	
409c77b55b600a3a144c0579a5d1ef2d	0	0	0	0	22	16	0	20	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	31	57	0	25	0	
409f711b59152d57926cf444c5577087	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	18	124	0	3	0	18	0	0	
40be93af7d4dc75db582a1dc2c5d6309	0	58	55	53	0	0	60	49	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40bed5a27b3a0e2bd769ffbff47b8b70	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	
40f347640eb9c00aea343690c7efe22f	0	7	0	0	0	8	0	0	0	0	18	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40f5cd0e189c87f1e8466685bcdb1c2f	76	248	273	358	79	39	240	283	214	0	122	128	0	234	167	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40f8806f14e02171337675362fd1cd5a	0	0	6	0	0	0	0	0	0	0	0	0	0	21	35	34	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	
40f8b0d8d9b4f3c4a16700b1a9542333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	0	1	0	0	0	0	0	0	0	0	0	8	0	0	21	0	
40ff169252f9a95d93bd8433f28f65af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
412b326f5e57274fa5a46ca21016cf5f	0	27	21	0	0	0	0	0	0	0	0	0	49	0	0	0	40	27	0	0	0	35	41	61	0	0	0	0	0	0	0	0	0	0	0	0	
41388070b02a7c162aa7245ce4812ebd	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
414a6901238a175d90a9fe805586f84d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	16	0	5	
415a3680f36d7126922f955f7d3a81aa	0	0	0	11	0	20	16	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4179dd3219632634fc925c142bd466cf	0	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4184fb3527ae56c621403ec43c9ce45a	0	0	19	0	18	18	0	0	0	0	49	11	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	33	50	46	0	0	0	36	41	0	
4194401c9289bf4f287735ac1e4681a2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
419dcce1a887566427cad12c8754597e	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41a5fea9aa217a149027fd173cb8b150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	0	12	0	
41b11a564d54e5a6959c5f02dd390105	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41bb8a47c080eb9148b28852ad403310	0	0	2	0	0	0	0	0	0	0	0	0	0	24	17	5	0	0	0	0	0	0	0	0	0	8	13	10	0	0	18	29	50	0	41	10	
41ed17760f3b9f84618e61b426fa3727	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42103673b2790fe95fb6311972825a4a	0	0	8	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	80	67	0	45	0	
422226518088feb66653fc258eb2fefa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	24	0	0	0	0	0	0	0	0	0	0	0	0	
422a33e490e848084b51f55f4cf505f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
423cde67eca883633b8eed97c483868e	0	18	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
424013d94c28c65c4e2cd96fd7ba9427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
425c2366957827b0c88018011b55e04f	35	0	0	26	23	22	22	22	0	0	32	0	0	22	29	36	0	0	0	0	8	0	0	0	28	107	110	111	22	47	92	128	125	0	69	133	
425ec620705722b831da908cf8964ab2	0	63	48	28	0	0	35	64	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42696f95325fa76e0740722f8e3b1451	116	77	104	124	128	95	147	96	25	0	161	201	0	0	0	0	62	76	0	0	0	0	49	0	0	37	12	42	0	0	0	0	0	0	14	31	
